osm_id,name,group,segment,address,postal_code,city,country,lat,lng,phone,email,website
node/3284595960,Stemeseder KFZ-Technik,Fahrzeuge,KFZ-Werkstatt,,,,AT,47.9794742,13.070021,+43 6217 50086,,
way/234319047,Heizung Wieser GmbH,Heizung,Heizungsinstallateur,"Hauptstraße 8, 3363 Hausmening",3363,Hausmening,AT,48.0765895,14.8162334,+43747553328,office@heizung.wieser.at,https://www.heizung-wieser.at
node/12509280672,HeBoSAN,Sanitär,Sanitär- / Klempner,"Laubgasse 46, 8055 Graz",8055,Graz,AT,47.0420661,15.434551,+43 676 442 72 12,office@hebosan.at,https://www.hebosan.at/
node/4818939092,Heba,Fahrzeuge,KFZ-Werkstatt,"In der Haberfelden 2, 4613 Mistelbach bei Wels",4613,Mistelbach bei Wels,AT,48.2324916,14.0598459,+43 7242 28120,office@heba-reifen.at,https://www.heba-reifen.at/
node/3920549218,WIDO Holzwerkstatt,Möbel & Einrichtung,Tischler & Schreiner,,,,AT,47.9307049,13.0529842,+43 6219 6262,holzwerkstatt@wido.at,
way/143014378,Heat Style Linhart,Sanitär,Sanitär- / Klempner,"Sankt-Peter-Hauptstraße 84, 8042 Graz",8042,Graz,AT,47.0522839,15.476392,+43 316 241023,office@heat-style.com,https://www.heat-style.com
way/409277026,hb24,Sanitär,Sanitär- / Klempner,"Ebenfeld 1, 3451 Spital",3451,Spital,AT,48.2819908,15.9302047,,office@hb24.at,https://www.hb24.at/
way/437014369,Hagenauer Haustechnik,Heizung,Heizungsinstallateur,"Gewerbeweg 13, 7411 Markt Allhau",7411,Markt Allhau,AT,47.2806353,16.0822836,+43 3356 7920,office@haustechnik-hagenauer.at,http://www.haustechnik-hagenauer.at
way/225881264,Haustechnik Farthofer,Sanitär,Sanitär- / Klempner,"Hauptstraße 91, 2231 Strasshof an der Nordbahn",2231,Strasshof an der Nordbahn,AT,48.313907,16.6214019,+43 2287 4696,office@haustechnik-farthofer.at,http://www.haustechnik-farthofer.at/
node/9776670638,"Kreutzer - Gas-, Wasser-, Heizungsinstallationen",Sanitär,Sanitär- / Klempner,,,,AT,47.7907982,13.1725699,+43 6221 8432,,
node/11685036828,Haustechnik Egger,Elektrik,Elektriker,"Virgener Straße 13, 9971 Matrei in Osttirol",9971,Matrei in Osttirol,AT,46.9992684,12.5362989,+43 4875 6601,office@haustechnik-egger.at,https://www.holzdiesonne.net/tirol/haustechnik-egger-gmbh/
node/1739837832,Hauptwerk,Bauen & Renovieren,Architekt,"Otto-Bauer-Gasse 5, 1060 Wien",1060,Wien,AT,48.1950587,16.3494419,+43 6 606 866 887,office@hauptwerk.at,https://www.hauptwerk.at/
way/381597460,Hauer 1a,Sanitär,Sanitär- / Klempner,"Hauptstraße 26, 4552 Wartberg an der Krems",4552,Wartberg an der Krems,AT,47.9863367,14.1209403,+43 7587 7471,office@hauer1a.at,https://www.hauer1a.at/
node/13533653146,Haslhofer GmbH,Sanitär,Sanitär- / Klempner,"Dorfplatz 8, 4491 Niederneukirchen",4491,Niederneukirchen,AT,48.1601719,14.3403178,+43 7251 21021,office@haslhofer-gmbh.at,https://www.haslhofer-gmbh.at/
way/1000693204,Haslerhaus,Bauen & Renovieren,Bauunternehmen,8762 Pöls-Oberkurzheim,8762,Pöls-Oberkurzheim,AT,47.2449268,14.531395,+43 3579 7333,office@haslerhaus.at,https://www.haslerhaus.at/
way/86256360,Hartl,Dacharbeiten,Dachdecker,"Industriestraße 6, 4565 Inzersdorf im Kremstal",4565,Inzersdorf im Kremstal,AT,47.9303161,14.0885925,+43 7582 81681,office@hartldach.at,https://www.hartldach.at/
way/189323775,HARI-Lackierer,Fahrzeuge,KFZ-Werkstatt,4632 Pichl bei Wels,4632,Pichl bei Wels,AT,48.1977414,13.9197346,+43 7247 20578,office@hari-lackierer.at,http://www.hari-lackierer.at/
node/4192050187,Schlosserei Rettenbacher,Bauen & Renovieren,Metallbau,,,,AT,47.598856,13.1693119,+43 6244 4415,,
node/7843567773,Steinmetz Dipl. Ing. Hana Happl,Bauen & Renovieren,Steinmetz,"Puchheimstraße 17, 3820 Raabs an der Thaya",3820,Raabs an der Thaya,AT,48.8501123,15.4906501,+43 2846 7609,office@happl.at,https://www.happl.at/
way/903919355,Hanzel,Möbel & Einrichtung,Tischler & Schreiner,"Straußengasse 18-22, 1050 Wien",1050,Wien,AT,48.1922736,16.361372,+43 1 5878527,office@hanzel.at,https://www.hanzel.at/
way/108778517,Hans Fritzenwallner Bodenverleger/Raumausstatter,Boden & Fliesen,Parkettleger,"Bahnhofstraße 6, 5620 Schwarzach im Pongau",5620,Schwarzach im Pongau,AT,47.3189082,13.1519632,+43 6415 6475,office@hans-fritzenwallner.at,http://www.hans-fritzenwallner.at/
way/575517823,Handler Bau GmbH,Möbel & Einrichtung,Tischler & Schreiner,"Werner-von-Siemensstraße 8, 7343 Neutal",7343,Neutal,AT,47.5360308,16.4364362,+43 2646 2278 0,office@handlerbau.at,https://handlerbau.at
node/544505563,Handarbeitstreff,Montage & Allround,Montageservice & Allroundhandwerker,"Franz Josef-Straße 8, 2130 Mistelbach",2130,Mistelbach,AT,48.5678611,16.5710541,+43 2572 32022,office@handarbeitstreff.at,https://www.handarbeitstreff.at/
node/6627218652,K.J. Hanausek GmbH,Fenster & Türen,Glaser,"Medwedweg 10, 1110 Wien",1110,Wien,AT,48.1837846,16.416084,+43 1 74 916 44,office@hanausek.at,https://hanausek.at/
way/167102115,Malerbetrieb Halwachs,Maler & Tapezierer,Maler & Lackierer,"Wienerstraße 29, 2351 Wiener Neudorf",2351,Wiener Neudorf,AT,48.087994,16.3134489,,office@halwachs.at,http://www.halwachs.at
way/238030903,Halbartschlager,Garten & Außenbereich,Garten- & Landschaftsbau,"Oberbrunnernstraße 9b, 4522 Sierning",4522,Sierning,AT,48.0753136,14.3132455,+43 7259 4661,office@halbartschlager.at,http://www.halbartschlager.at
node/13243372484,Haindl Bau,Bauen & Renovieren,Bauunternehmen,"Kolbegasse 31, 1230 Wien",1230,Wien,AT,48.147573,16.3508847,+43 664 2368050,office@haindlbau.at,https://www.haindlbau.at/
node/3812444796,Hainbuchner Haustechnik,Sanitär,Sanitär- / Klempner,,,,AT,48.09152,13.86959,+43 664 1849519,office@hainbuchner.at,https://www.hainbuchner.at/
node/7656360854,Einbaumöbel Wolfgang Streitwieser,Möbel & Einrichtung,Tischler & Schreiner,,,,AT,47.9472444,12.9360835,+43 6272 4398,,
way/709534518,Haid Dach,Dacharbeiten,Dachdecker,8820 Neumarkt in der Steiermark,8820,Neumarkt in der Steiermark,AT,47.1096376,14.4580943,,office@haid-dach.com,https://www.haid-dach.com/
node/2670261828,Hammerewr Aluminium Industries,Bauen & Renovieren,Metallbau,,,,AT,48.2233889,13.0385749,+43 7722 891 0,office@hai-aluminium.at,http://www.hai-aluminium.at
node/4120169548,Huggenberger Erdau GmbH,Boden & Fliesen,Fliesenleger,,,,AT,48.0143063,13.0201435,+43 6274 20440,guggenberger-erdbau@aon.at,
node/4126907204,Meixner Holzbau GmbH,Möbel & Einrichtung,Tischler & Schreiner,,,,AT,48.0148257,13.0223641,+43 6274 20841,,
node/8848294638,Dach – Wand – Spenglerei - Flachdachbau HAGEN GmbH,Dacharbeiten,Dachdecker,"Landscha 117, 8424 Gabersdorf",8424,Gabersdorf,AT,46.7538468,15.589203,+43 3452 82363,office@hagendach.at,https://www.hagendach.at/
way/1253304230,Regionales Wertstoffzentrum 1 Reyersdorf,Abriss & Entsorgung,Entsorgung,,,,AT,48.3806817,16.6768263,+43 2574 8954,office@gvu-gf.at,https://www.gvugf.at/
node/13058359360,Gemeindeverband für Aufgaben des Umweltschutzes im Bezirk Gänserndorf - GVU,Abriss & Entsorgung,Entsorgung,,,,AT,48.462654,16.6477464,+43 2574 8954-0,office@gvu-gf.at,http://gaenserndorf.abfallverband.at/
way/233575464,Gußmark,Dacharbeiten,Spengler / Klempner,"Stattegger Straße 68, 8045 Graz",8045,Graz,AT,47.1175743,15.4228044,+43 316 692067,office@gussmark.at,https://www.gussmark.at/
way/296949327,Kunstschmiede Hubert Winkler,Bauen & Renovieren,Metallbau,"Dorfwerfen 80, 5452 Pfarrwerfen",5452,Pfarrwerfen,AT,47.4624195,13.2006064,+43 6468 5370,,
node/9531780250,Internorm,Fenster & Türen,Türen- & Fensterbau,,,,AT,48.1302734,15.1379765,+43 7416 52482,office@guetzer.com,https://www.guetzer.com/kontakt/kontakt-anfahrt.html
way/189992284,GTB Bau GmbH,Bauen & Renovieren,Bauunternehmen,"Johannes Gutenberg-Straße 1, 4840 Vöcklabruck",4840,Vöcklabruck,AT,47.995272,13.6465238,+43 664 2627649,office@gtb.at,https://gtb.at/kontakt-filiale/
node/1448091709,Gran Tourismo Bike,Fahrzeuge,Fahrradwerkstatt,"Bayerhamerstraße 20a, 5020 Salzburg",5020,Salzburg,AT,47.8133299,13.0506779,+43 660 8390600;+43 660 2301074,office@gt2.at,https://www.gt2.bike/
way/92101081,Installationen Gstrein,Sanitär,Sanitär- / Klempner,"Gewerbestraße 7, 6450 Sölden",6450,Sölden,AT,46.9474422,11.0201985,+43 5254 2594,office@gstrein-gmbh.at,https://www.gstrein-gmbh.at/
way/1267137927,AMW Pausch,Fahrzeuge,KFZ-Werkstatt,"Mörtelsdorf 356, 5580 Tamsweg",5580,Tamsweg,AT,47.1314264,13.7927847,+43 6474 6725,,
way/304257614,Wertstoffsammelzentrum Breitenau,Abriss & Entsorgung,Entsorgung,,,,AT,47.7418451,16.121828,,office@gruene-tonne.at,https://gruene-tonne.at/
way/1327239596,Wertstoffsammelzentrum Schlöglmühl,Abriss & Entsorgung,Entsorgung,,,,AT,47.6824667,15.9064453,,office@gruene-tonne.at,https://gruene-tonne.at/
node/10745064827,GRÜKO,Fahrzeuge,KFZ-Werkstatt,"Lobaugasse 15, 1220 Wien",1220,Wien,AT,48.2160198,16.4910195,+43 1 3328211,office@grueko.at,http://www.grueko.at/index.html
way/991787387,Tischlerei Grübler,Möbel & Einrichtung,Tischler & Schreiner,"Industriezeile 2 15, 8401 Kalsdorf bei Graz",8401,Kalsdorf bei Graz,AT,46.9637708,15.4563669,+43 3135 56100,office@gruebler-gmbh.at,https://www.gruebler-gmbh.at/
way/221385125,Gruber,Dacharbeiten,Spengler / Klempner,"Irnhartinger Straße 7, 4623 Gunskirchen",4623,Gunskirchen,AT,48.1301382,13.9185406,+43 7246 6283,office@gruber-schlosserei.at,https://www.gruber-schlosserei.at/
node/3057628932,Moser,Garten & Außenbereich,Garten- & Landschaftsbau,Sankt Michael im Lungau,,Sankt Michael im Lungau,AT,47.089884,13.6399445,+43 6477 8495,,
node/7730536604,Büro Franz Wieser,Bauen & Renovieren,Architekt,"Hollersbach 10, 5731 Hollersbach im Pinzgau",5731,Hollersbach im Pinzgau,AT,47.2746795,12.4204609,+43 65 62 8410,hollersbach@architektur-wieser.at,
node/10704023261,Hofer,Boden & Fliesen,Fliesenleger,,,,AT,47.2945871,11.5490878,+43 650 2425801,,
node/3931020657,Rad.Sport Hochhauser,Fahrzeuge,Fahrradwerkstatt,,,,AT,47.8082218,13.7722892,+43 650 2902095,,
node/1167808893,Gartner Gartengestaltung,Garten & Außenbereich,Garten- & Landschaftsbau,,,,AT,48.2555199,16.3424714,+43 650 3050599,,
way/179209368,Georg Gangl Edelstahlbau,Bauen & Renovieren,Metallbau,"Gewerbepark 8, 7141 Podersdorf",7141,Podersdorf,AT,47.8544846,16.8475428,+43 650 3151278,,
way/97944840,Gruber Gravuren,Dacharbeiten,Spengler / Klempner,2630 Bürg-Vöstenhof,2630,Bürg-Vöstenhof,AT,47.7136386,15.9874653,+43 2630 36423,office@gruber-gravuren.at,http://www.gruber-gravuren.at
node/9430912990,Grossalber-Beer,Fenster & Türen,Türen- & Fensterbau,"1. Straße 12, 3331 Kematen an der Ybbs",3331,Kematen an der Ybbs,AT,48.0258476,14.7658333,+43 7448 4686-0,office@grossalber-beer.at,https://www.grossalber-beer.at/kontakt/
way/228703444,Mairobo Rasenrobotertechnik,Garten & Außenbereich,Garten- & Landschaftsbau,"Rieder Straße 7, 4931 Mettmach",4931,Mettmach,AT,48.1724983,13.3455274,+43 650 3662705,,
node/11745152452,Tischlerei Grenzlehner,Möbel & Einrichtung,Tischler & Schreiner,,,,AT,48.0400415,14.6539991,+43 676 5133 255,office@grenzlehner.at,https://www.grenzlehner.at/
node/6463033355,Gramath & Windsor,Bauen & Renovieren,Innenarchitekt / Raumausstatter,1010 Wien,1010,Wien,AT,48.2093663,16.3742664,+43 1 512 19 02,office@gramath-windsor.at,https://www.gramath-windsor.at
node/9376237653,Gollner GmbH,Dacharbeiten,Dachdecker,"Anton-Buchalka-Straße 15, 8605 Kapfenberg",8605,Kapfenberg,AT,47.4457239,15.2906154,+43 3862 23463-0,office@gollnerdach-garten.at,https://www.gollnerdach-garten.at
node/12698972487,Gokey,Bauen & Renovieren,Metallbau,"Landstraßer Hauptstraße 1B, 1030 Wien",1030,Wien,AT,48.2070505,16.3857912,+436766208974,office@gokey.at,https://gokey.at/
node/5381184561,Göth,Bauen & Renovieren,Innenarchitekt / Raumausstatter,"Margaretenstraße 85, 1050 Wien",1050,Wien,AT,48.1906082,16.3575683,+43 1 5446369,office@goeth.co.at,https://www.goeth.co.at/
way/134425127,Glopper Garage,Fahrzeuge,KFZ-Werkstatt,"Hellbrunnenstraße 42, 6845 Hohenems",6845,Hohenems,AT,47.3745917,9.6968676,+43 5576 73330,office@gloppergarage.at,https://www.gloppergarage.at/
node/8124130304,Glaswerk O&F GmbH,Fenster & Türen,Glaser,"Au 41, 6134 Vomp",6134,Vomp,AT,47.3539081,11.6996202,+43 5242 65005,office@glaswerk.tirol,https://www.glaswerk.tirol
node/3269681527,Glasbau Stadler,Fenster & Türen,Glaser,"Lerchengasse 4, 2340 Mödling",2340,Mödling,AT,48.0866533,16.2844014,+43 2236 23533,office@glas-stadler.at,http://www.glas-stadler.at
node/3436883710,Glas Schnabl,Fenster & Türen,Glaser,,,,AT,47.971283,13.1037202,+43 6217 5265,office@glas-schnabl.at,https://www.glas-schnabl.at/
node/4155097953,Glass Art Studio,Montage & Allround,Montageservice & Allroundhandwerker,"Urltalstraße 13a, 3340 Waidhofen an der Ybbs",3340,Waidhofen an der Ybbs,AT,47.9642785,14.7769064,,office@glassartstudio.at,https://glass-art-studio.odoo.com/
way/182690103,Glasraum Clemens Leib,Fenster & Türen,Glaser,"Werkstraße 1, 5110 Oberndorf bei Salzburg",5110,Oberndorf bei Salzburg,AT,47.9369804,12.9423914,+43 664 2225217,office@glasraum.at,http://glasraum.at
node/2725870649,Glas & Rahmen GmbH,Fenster & Türen,Glaser,"Wiestalstraße 91, 5323 Ebenau",5323,Ebenau,AT,47.7678069,13.1803028,+43 6221 8348,office@glas-rahmen.com,https://www.glas-rahmen.com/
node/3217577124,Glas Petzka,Fenster & Türen,Glaser,,,,AT,48.1728104,16.377104,+43 1 6043246,office@glaspetzka.at,https://www.glaspetzka.at/
way/98003153,Glaskaiser GmbH,Fenster & Türen,Glaser,"Linzer Straße 153, 4614 Marchtrenk",4614,Marchtrenk,AT,48.1977122,14.1416663,+43 7243 51305,office@glaskaiser.at,http://www.glaskaiser.at/
node/5262007943,Glaserei Hirschmugl,Fenster & Türen,Glaser,"Prankergasse 33, 8020 Graz",8020,Graz,AT,47.0684659,15.4234862,+43 316 713048,office@glas-hirschmugl.at,https://glas-hirschmugl.at/
node/5897132224,Glaserei Ginter,Fenster & Türen,Glaser,"Messerschmiedgasse 3, 8750 Judenburg",8750,Judenburg,AT,47.1696292,14.6616814,+43 3572 84560,office@glas-ginter.at,http://www.glas-ginter.at/index1.htm#
node/4215963667,Glas Fuchs,Fenster & Türen,Glaser,"Zistelstraße 2, 3512 Mautern an der Donau",3512,Mautern an der Donau,AT,48.3970368,15.5911759,+43 2732 76300,office@glasfuchs.at,https://www.glasfuchs.at/
node/452529403,Glas Frank,Fenster & Türen,Glaser,"Franz Josef-Straße 15, 2130 Mistelbach",2130,Mistelbach,AT,48.5681594,16.570481,+43 2572 2317,office@glasfrank.at,https://www.glasfrank.at/
node/6957613652,David Böheim Glasermeister e.U.,Fenster & Türen,Glaser,"Leonhardstraße 108a, 8010 Graz",8010,Graz,AT,47.0759241,15.4619249,+43 664 2307680,office@glasermeister-boeheim.at,http://www.glasermeister-boeheim.at/Startseite/
way/143909089,Glaserei Trummer,Fenster & Türen,Glaser,"Sankt-Peter-Hauptstraße 107, 8042 Graz",8042,Graz,AT,47.0528633,15.4763368,+43 316 482262,office@glaserei-trummer.at,https://glaserei-trummer.at/
node/9488823264,Glaserei Pommer,Fenster & Türen,Glaser,,,,AT,48.1105089,13.0009326,+43 7748 8124,office@glaserei-pommer.at,https://www.glaserei-pommer.at/
node/8227921806,Glaserei Holzer,Fenster & Türen,Glaser,"Alterbachstraße 13, 5020 Salzburg",5020,Salzburg,AT,47.8255244,13.0513944,+43 662 451288,office@glaserei-holzer.com,http://glaserei-holzer.com/
node/6635250003,"Dussmann, Bau- und Kunstglaserei",Fenster & Türen,Glaser,"Greifensteiner Straße 9, 3423 St. Andrä-Wördern",3423,St. Andrä-Wördern,AT,48.3217963,16.2085105,+43 2242 32 379,office@glas-dussmann.at,http://www.glas-dussmann.at
way/158386892,Wurster Glasbau,Fenster & Türen,Glaser,"Marktgasse 8-10, 8720 Knittefeld",8720,Knittefeld,AT,47.2159238,14.8315732,+43 3512 86252,office@glasbau-wurster.at,https://www.glasbau-wurster.at/kontakt/
node/3328124948,Glaserei Anzenberger,Fenster & Türen,Glaser,"Obere Hauptstraße 4, 3071 Böheimkirchen",3071,Böheimkirchen,AT,48.1983544,15.7614078,+43 2743 2246,office@glas-anzenberger.at,http://www.glas-anzenberger.at/
node/2999460684,MT ArTs Babybauchdesign,Montage & Allround,Montageservice & Allroundhandwerker,9413 Frantschach,9413,Frantschach,AT,46.8669944,14.8756079,+43 650 9241570,melissa.treffer@gmx.at,
node/12309148107,Team Comp,Fahrzeuge,Fahrradwerkstatt,,,,AT,47.443693,12.3997397,+43 650 9403617,,
way/198850319,Ginzinger,Fahrzeuge,Motorradwerkstatt,4952 Weng im Innkreis,4952,Weng im Innkreis,AT,48.2528934,13.1623303,+43 7723 5602,office@ginzinger-weng.at,https://www.ginzinger-weng.at/
node/13688760403,Green Home,Elektrik,Elektriker,,,,AT,48.1772657,14.0211135,+43 7242 206956;+43 676 66 73 568,office@gh-electric.at,https://www.gh-electric.at/
way/177810552,2Rad Gesslbauer,Fahrzeuge,Motorradwerkstatt,8190 Birkfeld,8190,Birkfeld,AT,47.380971,15.678044,+43 3174 4683,office@gesslbauer.at,https://www.gesslbauer.at/
node/8167526626,Gerüstverleih Roman Mair und Söhne,Bauen & Renovieren,Gerüstbau,"Lärchenweg 34, 6161 Natters",6161,Natters,AT,47.2351746,11.3825524,+43 512 546782,office@geruestebau-mair.at,https://www.geruestebau-mair.at/
node/8944833408,Germania Reinigung,Reinigung,Gebäudereiniger,"Nibelungengasse 11, 1010 Wien",1010,Wien,AT,48.2023193,16.3631169,+43 1 5869222,office@germania-reinigung.at,https://www.germania-reinigung.at/
node/5827796187,Gerhard Richter,Fahrzeuge,KFZ-Werkstatt,"Wiener Straße 42-44, 3400 Klosterneuburg",3400,Klosterneuburg,AT,48.3044133,16.3298139,+43 650 3008469,office@gerhard-richter.at,http://gerhard-richter.at
way/965051624,ger4tech,Bauen & Renovieren,Metallbau,"Gewerbepark Mitte 5, 4846 Redlham",4846,Redlham,AT,48.0311825,13.740426,+43 7672 31080,office@ger4tech.at,https://www.ger4tech.at/
node/8497214311,Geo Weber,Gutachter & Sachverständige,Bausachverständiger / Gutachter,,,,AT,48.3030499,16.3263963,,office@geoweber.at,https://www.geoweber.at/
way/197774671,G. Kofler,Bauen & Renovieren,Bauunternehmen,"Paß-Thurn-Straße 50, 6371 Aurach bei Kitzbühel",6371,Aurach bei Kitzbühel,AT,47.4086271,12.4270523,+43 5356 64072,office@georg-kofler.at,https://www.georg-kofler.at/
node/9235910256,Schachinger ZT GMBH,Gutachter & Sachverständige,Bausachverständiger / Gutachter,4775 Taufkirchen an der Pram,4775,Taufkirchen an der Pram,AT,48.4075634,13.5217728,+43 7712 22 31,office@geometer-schachinger.at,https://www.geometer-schachinger.at/
way/408570083,Gebrüder Haider,Bauen & Renovieren,Bauunternehmen,4463 Großraming,4463,Großraming,AT,47.8819462,14.5894059,+43 7254 7355-0,office@gebr-haider.at,https://www.gebr-haider-bau.at
node/10915043578,Reifen Zarfl,Fahrzeuge,KFZ-Werkstatt,"Riedlerweg 11, 8054 Graz",8054,Graz,AT,47.0257684,15.411558,+43 316 283637,office@gebraucht-reifen.at,https://www.gebraucht-reifen.at/
way/747926436,GD,Fahrzeuge,KFZ-Werkstatt,"Primelstraße 11, 4600 Wels",4600,Wels,AT,48.1574449,13.9813588,+43 699 11067513,office@gd-kfz.at,https://www.gd-kfz.at/
node/7465009109,Das Rad,Fahrzeuge,Fahrradwerkstatt,Oberlaaer Straße 209,,,AT,48.1422123,16.3852604,+43 660 1487 056,,
way/404383430,Gartlerfreund,Garten & Außenbereich,Garten- & Landschaftsbau,"Hauptstraße 374, 2231 Strasshof an der Nordbahn",2231,Strasshof an der Nordbahn,AT,48.3208095,16.6688072,+43 676 584 13 12,office@gartlerfreund.at,http://www.gartlerfreund.at
node/4657932604,Gärtnerei Trapp,Garten & Außenbereich,Garten- & Landschaftsbau,,,,AT,47.9394873,13.246199,+43 6216 4900,office@gartenwelt.at,https://www.gartenwelt.at/
node/13064802066,Gartengestaltung Gerlinde Forster,Garten & Außenbereich,Garten- & Landschaftsbau,"Reyersdorferstraße 8, 2243 Matzen",2243,Matzen,AT,48.3963846,16.6941028,+43 664 4444080,office@garten-wasser-stein.at,https://www.garten-wasser-stein.at/
way/155642087,Garten-Geräte Müllner,Garten & Außenbereich,Garten- & Landschaftsbau,"Kastenhofstraße 4, 5411 Oberalm",5411,Oberalm,AT,47.6986302,13.0918796,,office@garten-geraete.at,https://www.garten-geraete.at/
node/5369095596,Garten Design Michael Klinger,Garten & Außenbereich,Garten- & Landschaftsbau,"Maxglaner Hauptstraße 64, 5020 Salzburg",5020,Salzburg,AT,47.7993891,13.0182246,+43 662 83 12 09,office@garten-design.cc,https://www.garten-design.cc/
node/10079985334,Gartencenter Posch,Garten & Außenbereich,Garten- & Landschaftsbau,"Hauptstraße 53, 5071 Wals-Siezenheim",5071,Wals-Siezenheim,AT,47.786286,12.9740917,+43 662 851022-0,office@gartencenter-posch.at,https://gartencenter-posch.at/
node/11782209502,Gartenbau Schacherl GmbH,Garten & Außenbereich,Garten- & Landschaftsbau,"Landskronstraße 4, 8600 Bruck an der Mur",8600,Bruck an der Mur,AT,47.4066651,15.2429517,+43 3862 52540,office@gartenbau-schacherl.at,https://www.gartenbau-schacherl.at/
way/205281151,Gantner Seilbahnbau,Bauen & Renovieren,Metallbau,"Industriestraße 8, 6832 Sulz",6832,Sulz,AT,47.2997305,9.6221191,+43 5522 32483,office@gantner-cableways.com,http://www.gantner-cableways.com
node/8073553177,LK Polish & Optimum Carlove,Fahrzeuge,KFZ-Werkstatt,"Fabrikstraße 2, 6460 Imst",6460,Imst,AT,47.2354218,10.7491892,+43 660 2832112,,
node/10740110186,Jovelo,Fahrzeuge,Fahrradwerkstatt,,,,AT,48.1967932,16.3946002,+43 660 3132444,,
node/12357101163,Gangoly & Kristiner Architekten ZT GmbH,Bauen & Renovieren,Architekt,"Körösistraße 9, 8010 Graz",8010,Graz,AT,47.0789347,15.4332985,+43 316 717 550,office@gangoly.at,https://www.gangoly.at
way/86133461,Baumeister Ganglbauer,Bauen & Renovieren,Bauunternehmen,"Strienzing 30, 4552 Wartberg an der Krems",4552,Wartberg an der Krems,AT,47.9773354,14.0799807,+43 7587 78 500,office@ganglbauer-bau.at,https://www.ganglbauer-bau.at/
node/5306253664,Gahleitner,Sanitär,Sanitär- / Klempner,,,,AT,48.4427775,13.6610176,+43 7763 2513,office@gahleitner.com,https://www.gahleitner.com/
node/12074864482,Gärtnerei Wieland,Garten & Außenbereich,Garten- & Landschaftsbau,5571 Mariapfarr,5571,Mariapfarr,AT,47.1494773,13.733396,+43 6473 20319,office@gaertner-wieland.com,https://www.gaertner-wieland.com/
node/2006270516,Gärtnerei Monger,Fenster & Türen,Glaser,"Wallerseestraße 89, 5201 Seekirchen am Wallersee",5201,Seekirchen am Wallersee,AT,47.8998923,13.1285414,,office@gaertnerei-monger.at,https://www.gaertnerei-monger.at/
node/11314068621,Thienel Installationen GmbH,Sanitär,Sanitär- / Klempner,"Rot-Kreuz-Gasse 10a, 7100 Neusiedl am See",7100,Neusiedl am See,AT,47.9685063,16.8367639,+43 660 3711311,,
way/1107090950,Gärtnerei Krobath,Garten & Außenbereich,Garten- & Landschaftsbau,"Münzgrabenstraße 139, 8010 Graz",8010,Graz,AT,47.0564814,15.4567862,+43 316 46 46 12,office@gaertnerei-krobath.at,https://www.gaertnerei-krobath.at/
node/7233511893,Funcar,Fahrzeuge,KFZ-Werkstatt,"Rauchfangkehrergasse 32, 1150 Wien",1150,Wien,AT,48.1854795,16.3264132,+4318921111,office@funcar.at,https://www.funcar.at/
way/171605001,Froschauer,Heizung,Heizungsinstallateur,"Reitweg 30, 8055 Graz",8055,Graz,AT,47.0243312,15.4534172,+43 316 24 40 02,office@froschauer-graz.at,https://www.froschauer-graz.at/
way/557357576,Fritzmobile e.U.,Fahrzeuge,Fahrradwerkstatt,"Hauptstraße 61, 4952 Weng im Innkreis",4952,Weng im Innkreis,AT,48.2337232,13.1760958,+43 650 9091633,office@fritzmobile.at,https://fritzmobile.at/
node/12296321349,Holzbau Ertl,Möbel & Einrichtung,Tischler & Schreiner,,,,AT,46.7230275,13.2599003,+43 660 441 2242,,
node/8883475894,Friedl,Möbel & Einrichtung,Tischler & Schreiner,"Mühlau 1/3, 6383 Kirchdorf in Tirol",6383,Kirchdorf in Tirol,AT,47.5657635,12.4681653,+43 5352 8121,office@friedl-living.com,https://www.friedl-living.com/
way/183436329,Fred´s Malerei,Maler & Tapezierer,Maler & Lackierer,"Fabrik 4, 6383 Kirchdorf in Tirol",6383,Kirchdorf in Tirol,AT,47.5675236,12.4681347,+43 5352 8333,office@freds-malerei.at,https://www.freds-malerei.at/
node/356074501,Honda Frauenschuh,Fahrzeuge,Motorradwerkstatt,"Samergasse 24, 5020 Salzburg",5020,Salzburg,AT,47.8155674,13.0581793,+43 662 88 55 44-0,office@frauenschuh-salzburg.at,https://www.frauenschuh-salzburg.at/
way/259709214,Kofler Pool,Garten & Außenbereich,Poolbau,4664 Laakirchen,4664,Laakirchen,AT,47.9536126,13.8190082,+43 660 50 42 019,office@koflerpool.at,
node/9308405509,Wohnen & Küche Glock GmbH,Möbel & Einrichtung,Tischler & Schreiner,"Hinter den Gärten 13, 2486 Pottendorf",2486,Pottendorf,AT,47.9094402,16.3820478,+43 660 5147508,,
way/311065584,Franzesko,Bauen & Renovieren,Steinmetz,4742 Pram,4742,Pram,AT,48.2054371,13.6043225,+43 7732 45145,office@franzesko.at,https://stein-franzesko.at/
node/5363618311,Fojan,Maler & Tapezierer,Maler & Lackierer,"Völkendorfer Straße 53a, 9500 Villach",9500,Villach,AT,46.6083889,13.8299456,+43 4242 56 110,office@fojan.at,https://fojan.at/
way/175929322,Foidl Glas,Fenster & Türen,Glaser,"Sankt Margarethen 152a, 6220 Buch in Tirol",6220,Buch in Tirol,AT,47.3832809,11.7700267,+43 5244 62668-0,office@foidl-glas.at,https://www.foidl-glas.at/
